BGC Locus,BGC Definition,Start,End,Length,Product,Locus Tag,Note,Gene Functions,Description,Gene Ontologies,Gene Kind
samp_4444_semibin_482_contig_216_terpene,samp_4444_semibin_482_contig_216_terpene,6356,7007,651,,ctg10_8,,,,,
samp_4444_semibin_482_contig_216_terpene,samp_4444_semibin_482_contig_216_terpene,7247,8567,1320,,ctg10_9,,,,,
samp_4444_semibin_482_contig_216_terpene,samp_4444_semibin_482_contig_216_terpene,8624,9050,426,,ctg10_10,,,,,
samp_4444_semibin_482_contig_216_terpene,samp_4444_semibin_482_contig_216_terpene,9058,9997,939,,ctg10_11,,biosynthetic-additional (rule-based-clusters) PF00561;biosynthetic-additional (rule-based-clusters) Abhydrolase_6;biosynthetic-additional (smcogs) SMCOG1262:haloalkane dehalogenase (Score: 91.3; E-value: 1e-27),,,biosynthetic-additional
samp_4444_semibin_482_contig_216_terpene,samp_4444_semibin_482_contig_216_terpene,10001,10928,927,,ctg10_12,,biosynthetic (rule-based-clusters) terpene: phytoene_synt,,,biosynthetic
samp_4444_semibin_482_contig_216_terpene,samp_4444_semibin_482_contig_216_terpene,10932,12342,1410,,ctg10_13,,biosynthetic-additional (rule-based-clusters) DAO;biosynthetic-additional (smcogs) SMCOG1222:dehydrogenase (Score: 52.6; E-value: 6.7e-16),,,biosynthetic-additional
samp_4444_semibin_482_contig_216_terpene,samp_4444_semibin_482_contig_216_terpene,12458,12812,354,,ctg10_14,,,,,
samp_4444_semibin_482_contig_216_terpene,samp_4444_semibin_482_contig_216_terpene,12808,13498,690,,ctg10_15,,,,,
samp_4444_semibin_482_contig_216_terpene,samp_4444_semibin_482_contig_216_terpene,13537,14293,756,,ctg10_16,,regulatory (smcogs) SMCOG1014:LysR family transcriptional regulator (Score: 101.8; E-value: 6.9e-31),,,regulatory
samp_4435_concoct_1904_contig_96_lanthipeptide-class-v,samp_4435_concoct_1904_contig_96_lanthipeptide-class-v,0,699,699,,ctg11_1,,,,,
samp_4435_concoct_1904_contig_96_lanthipeptide-class-v,samp_4435_concoct_1904_contig_96_lanthipeptide-class-v,1554,2514,960,,ctg11_2,,,,,
samp_4435_concoct_1904_contig_96_lanthipeptide-class-v,samp_4435_concoct_1904_contig_96_lanthipeptide-class-v,3165,3339,174,,ctg11_3,,,,,
samp_4435_concoct_1904_contig_96_lanthipeptide-class-v,samp_4435_concoct_1904_contig_96_lanthipeptide-class-v,3717,4821,1104,,ctg11_4,,biosynthetic (rule-based-clusters) lanthipeptide-class-v: HopA1,,,biosynthetic
samp_4435_concoct_1904_contig_96_lanthipeptide-class-v,samp_4435_concoct_1904_contig_96_lanthipeptide-class-v,4845,6015,1170,,ctg11_5,,biosynthetic (rule-based-clusters) lanthipeptide-class-v: APH,,,biosynthetic
samp_4435_concoct_1904_contig_173_terpene,samp_4435_concoct_1904_contig_173_terpene,2,257,255,,ctg12_1,,,,,
samp_4435_concoct_1904_contig_173_terpene,samp_4435_concoct_1904_contig_173_terpene,317,2225,1908,,ctg12_2,,biosynthetic (rule-based-clusters) terpene: terpene_cyclase,,,biosynthetic
samp_4435_concoct_1904_contig_173_terpene,samp_4435_concoct_1904_contig_173_terpene,2469,3225,756,,ctg12_3,,,,,
samp_4435_concoct_1904_contig_173_terpene,samp_4435_concoct_1904_contig_173_terpene,3341,4139,798,,ctg12_4,,,,,
samp_4435_concoct_1904_contig_173_terpene,samp_4435_concoct_1904_contig_173_terpene,4295,4763,468,,ctg12_5,,biosynthetic-additional (smcogs) SMCOG1196:alkyl hydroperoxide reductase/ Thiol specific (Score: 172.7; E-value: 7e-53),,,biosynthetic-additional
samp_4435_concoct_1904_contig_173_terpene,samp_4435_concoct_1904_contig_173_terpene,4765,5614,849,,ctg12_6,,,,,
samp_4435_concoct_1904_contig_173_terpene,samp_4435_concoct_1904_contig_173_terpene,5613,6033,420,,ctg12_7,,,,,
samp_4435_concoct_1904_contig_173_terpene,samp_4435_concoct_1904_contig_173_terpene,6101,6413,312,,ctg12_8,,,,,
samp_4435_concoct_1904_contig_173_terpene,samp_4435_concoct_1904_contig_173_terpene,6566,7382,816,,ctg12_9,,other (smcogs) SMCOG1192:transposase (Score: 155.9; E-value: 2.5e-47),,,other
samp_4435_concoct_1904_contig_197_NRPS,samp_4435_concoct_1904_contig_197_NRPS,1,3880,3879,,ctg13_1,,biosynthetic (rule-based-clusters) NRPS: Condensation;biosynthetic (rule-based-clusters) NRPS: AMP-binding;biosynthetic-additional (rule-based-clusters) PP-binding;biosynthetic-additional (smcogs) SMCOG1127:condensation domain-containing protein (Score: 197.9; E-value: 5.9e-60),,,biosynthetic
samp_4435_concoct_1904_contig_197_NRPS,samp_4435_concoct_1904_contig_197_NRPS,4045,6472,2427,,ctg13_2,,biosynthetic (rule-based-clusters) NRPS: Condensation;biosynthetic (rule-based-clusters) NRPS: AMP-binding;biosynthetic-additional (smcogs) SMCOG1127:condensation domain-containing protein (Score: 429.3; E-value: 3.3e-130),,,biosynthetic
samp_4435_concoct_1904_contig_427_cyanobactin,samp_4435_concoct_1904_contig_427_cyanobactin,0,438,438,,ctg14_1,,,,,
samp_4435_concoct_1904_contig_427_cyanobactin,samp_4435_concoct_1904_contig_427_cyanobactin,807,1083,276,,ctg14_2,,,,,
samp_4435_concoct_1904_contig_427_cyanobactin,samp_4435_concoct_1904_contig_427_cyanobactin,1161,1422,261,,ctg14_3,,,,,
samp_4435_concoct_1904_contig_427_cyanobactin,samp_4435_concoct_1904_contig_427_cyanobactin,1706,2327,621,,ctg14_4,,,,,
samp_4435_concoct_1904_contig_427_cyanobactin,samp_4435_concoct_1904_contig_427_cyanobactin,2375,3803,1428,,ctg14_5,,biosynthetic-additional (rule-based-clusters) Glycos_transf_1;biosynthetic-additional (smcogs) SMCOG1045:glycosyl transferase group 1 (Score: 58.5; E-value: 1.1e-17),,,biosynthetic-additional
samp_4435_concoct_1904_contig_427_cyanobactin,samp_4435_concoct_1904_contig_427_cyanobactin,3980,4181,201,,ctg14_6,,,,,
samp_4435_concoct_1904_contig_427_cyanobactin,samp_4435_concoct_1904_contig_427_cyanobactin,4240,4645,405,,ctg14_7,,,,,
samp_4435_concoct_1904_contig_427_cyanobactin,samp_4435_concoct_1904_contig_427_cyanobactin,4644,5670,1026,,ctg14_8,,biosynthetic-additional (smcogs) SMCOG1039:aldo/keto reductase family oxidoreductase (Score: 359.8; E-value: 1.9e-109),,,biosynthetic-additional
samp_4435_concoct_1904_contig_427_cyanobactin,samp_4435_concoct_1904_contig_427_cyanobactin,5813,6029,216,,ctg14_9,,biosynthetic (rule-based-clusters) cyanobactin: cyanobactin_synth,,,biosynthetic
samp_4435_concoct_1904_contig_477_microviridin,samp_4435_concoct_1904_contig_477_microviridin,2,89,87,,ctg15_1,,,,,
samp_4435_concoct_1904_contig_477_microviridin,samp_4435_concoct_1904_contig_477_microviridin,341,821,480,,ctg15_2,,,,,
samp_4435_concoct_1904_contig_477_microviridin,samp_4435_concoct_1904_contig_477_microviridin,994,1207,213,,ctg15_3,,biosynthetic (rule-based-clusters) microviridin: mvd;biosynthetic (rule-based-clusters) microviridin: mvnA,,,biosynthetic
samp_4435_concoct_1904_contig_477_microviridin,samp_4435_concoct_1904_contig_477_microviridin,1250,1460,210,,ctg15_4,,,,,
samp_4435_concoct_1904_contig_477_microviridin,samp_4435_concoct_1904_contig_477_microviridin,1581,2733,1152,,ctg15_5,,,,,
samp_4435_concoct_1904_contig_477_microviridin,samp_4435_concoct_1904_contig_477_microviridin,2802,3780,978,,ctg15_6,,,,,
samp_4435_concoct_1904_contig_477_microviridin,samp_4435_concoct_1904_contig_477_microviridin,3836,4136,300,,ctg15_7,,,,,
samp_4435_concoct_1904_contig_477_microviridin,samp_4435_concoct_1904_contig_477_microviridin,4060,4270,210,,ctg15_8,,,,,
samp_4435_concoct_1904_contig_477_microviridin,samp_4435_concoct_1904_contig_477_microviridin,4382,5360,978,,ctg15_9,,,,,
samp_4435_concoct_1904_contig_477_microviridin,samp_4435_concoct_1904_contig_477_microviridin,5402,5624,222,,ctg15_10,,,,,
samp_4435_concoct_1904_contig_477_microviridin,samp_4435_concoct_1904_contig_477_microviridin,5620,5881,261,,ctg15_11,,,,,
samp_4435_concoct_1904_contig_665_cyanobactin,samp_4435_concoct_1904_contig_665_cyanobactin,1,1582,1581,,ctg16_1,,"biosynthetic (rule-based-clusters) cyanobactin: cyanobactin_synth;biosynthetic-additional (rule-based-clusters) Peptidase_S8;biosynthetic-additional (smcogs) SMCOG1075:alkaline serine protease, subtilase family (Score: 74.5; E-value: 1.6e-22)",,,biosynthetic
samp_4435_concoct_1904_contig_665_cyanobactin,samp_4435_concoct_1904_contig_665_cyanobactin,2292,2892,600,,ctg16_2,,,,,
samp_4435_concoct_1904_contig_665_cyanobactin,samp_4435_concoct_1904_contig_665_cyanobactin,2950,3361,411,,ctg16_3,,,,,
samp_4435_concoct_1904_contig_665_cyanobactin,samp_4435_concoct_1904_contig_665_cyanobactin,3666,4308,642,,ctg16_4,,,,,
samp_4435_concoct_1904_contig_665_cyanobactin,samp_4435_concoct_1904_contig_665_cyanobactin,4359,5541,1182,,ctg16_5,,,,,
samp_4435_concoct_1904_contig_665_cyanobactin,samp_4435_concoct_1904_contig_665_cyanobactin,5575,6028,453,,ctg16_6,,,,,
samp_4435_concoct_1904_contig_665_cyanobactin,samp_4435_concoct_1904_contig_665_cyanobactin,6413,7355,942,,ctg16_7,,,,,
samp_4435_concoct_1904_contig_665_cyanobactin,samp_4435_concoct_1904_contig_665_cyanobactin,7521,8781,1260,,ctg16_8,,biosynthetic-additional (rule-based-clusters) Flavoprotein,,,biosynthetic-additional
samp_4435_concoct_1904_contig_665_cyanobactin,samp_4435_concoct_1904_contig_665_cyanobactin,8824,9016,192,,ctg16_9,,,,,
samp_4435_concoct_1904_contig_753_RiPP-like,samp_4435_concoct_1904_contig_753_RiPP-like,1,235,234,,ctg17_1,,,,,
samp_4435_concoct_1904_contig_753_RiPP-like,samp_4435_concoct_1904_contig_753_RiPP-like,352,544,192,,ctg17_2,,biosynthetic (rule-based-clusters) RiPP-like: YcaO,,,biosynthetic
samp_4435_concoct_1904_contig_753_RiPP-like,samp_4435_concoct_1904_contig_753_RiPP-like,1178,1343,165,,ctg17_3,,,,,
samp_4435_concoct_1904_contig_753_RiPP-like,samp_4435_concoct_1904_contig_753_RiPP-like,1343,1802,459,,ctg17_4,,,,,
samp_4435_concoct_1904_contig_753_RiPP-like,samp_4435_concoct_1904_contig_753_RiPP-like,2080,3415,1335,,ctg17_5,,,,,
samp_4435_concoct_1904_contig_753_RiPP-like,samp_4435_concoct_1904_contig_753_RiPP-like,3982,4876,894,,ctg17_6,,,,,
samp_4435_concoct_1904_contig_899_T1PKS,samp_4435_concoct_1904_contig_899_T1PKS / NRPS,0,567,567,,ctg18_1,,,,,
samp_4435_concoct_1904_contig_899_T1PKS,samp_4435_concoct_1904_contig_899_T1PKS / NRPS,684,786,102,,ctg18_2,,,,,
samp_4435_concoct_1904_contig_899_T1PKS,samp_4435_concoct_1904_contig_899_T1PKS / NRPS,864,1896,1032,,ctg18_3,,,,,
samp_4435_concoct_1904_contig_899_T1PKS,samp_4435_concoct_1904_contig_899_T1PKS / NRPS,2522,2753,231,,ctg18_4,,,,,
samp_4435_concoct_1904_contig_899_T1PKS,samp_4435_concoct_1904_contig_899_T1PKS / NRPS,2907,7824,4917,,ctg18_5,,biosynthetic (rule-based-clusters) NRPS: Condensation;biosynthetic (rule-based-clusters) NRPS: AMP-binding;biosynthetic-additional (rule-based-clusters) PP-binding;biosynthetic-additional (smcogs) SMCOG1127:condensation domain-containing protein (Score: 304.1; E-value: 3.3e-92),,,biosynthetic
samp_4435_concoct_1904_contig_899_T1PKS,samp_4435_concoct_1904_contig_899_T1PKS / NRPS,7841,13397,5556,,ctg18_6,,biosynthetic (rule-based-clusters) T1PKS: hyb_KS;biosynthetic (rule-based-clusters) T1PKS: PKS_AT;biosynthetic-additional (rule-based-clusters) adh_short;biosynthetic-additional (rule-based-clusters) PP-binding;biosynthetic-additional (smcogs) SMCOG1022:Beta-ketoacyl synthase (Score: 247.9; E-value: 3.2e-75),,,biosynthetic
samp_4435_concoct_1904_contig_899_T1PKS,samp_4435_concoct_1904_contig_899_T1PKS / NRPS,13399,14530,1131,,ctg18_7,,biosynthetic-additional (rule-based-clusters) ADH_N;biosynthetic-additional (rule-based-clusters) ADH_zinc_N;biosynthetic-additional (smcogs) SMCOG1028:crotonyl-CoA reductase / alcohol dehydrogenase (Score: 284.4; E-value: 1.8e-86),,,biosynthetic-additional
samp_4435_concoct_1904_contig_899_T1PKS,samp_4435_concoct_1904_contig_899_T1PKS / NRPS,14526,18522,3996,,ctg18_8,,biosynthetic (rule-based-clusters) NRPS: Condensation;biosynthetic (rule-based-clusters) NRPS: AMP-binding;biosynthetic-additional (rule-based-clusters) PP-binding;biosynthetic-additional (smcogs) SMCOG1002:AMP-dependent synthetase and ligase (Score: 326.2; E-value: 4.8e-99),,,biosynthetic
samp_4435_concoct_1904_contig_899_T1PKS,samp_4435_concoct_1904_contig_899_T1PKS / NRPS,18518,19532,1014,,ctg18_9,,biosynthetic-additional (smcogs) SMCOG1042:O-methyltransferase (Score: 269.3; E-value: 7.9e-82),,,biosynthetic-additional
samp_4435_concoct_1904_contig_899_T1PKS,samp_4435_concoct_1904_contig_899_T1PKS / NRPS,19761,19857,96,,ctg18_10,,,,,
samp_4435_concoct_1904_contig_1012_NRPS-like,samp_4435_concoct_1904_contig_1012_NRPS-like / T1PKS,354,3087,2733,,ctg19_1,,transport (smcogs) SMCOG1282:extracellular ligand-binding receptor (Score: 101.8; E-value: 6.2e-31),,,transport
samp_4435_concoct_1904_contig_1012_NRPS-like,samp_4435_concoct_1904_contig_1012_NRPS-like / T1PKS,3083,4526,1443,,ctg19_2,,,,,
samp_4435_concoct_1904_contig_1012_NRPS-like,samp_4435_concoct_1904_contig_1012_NRPS-like / T1PKS,4867,5797,930,,ctg19_3,,,,,
samp_4435_concoct_1904_contig_1012_NRPS-like,samp_4435_concoct_1904_contig_1012_NRPS-like / T1PKS,5828,6491,663,,ctg19_4,,biosynthetic-additional (rule-based-clusters) PF00881;biosynthetic-additional (smcogs) SMCOG1159:dihydropteridine reductase (Score: 213.9; E-value: 3e-65),,,biosynthetic-additional
samp_4435_concoct_1904_contig_1012_NRPS-like,samp_4435_concoct_1904_contig_1012_NRPS-like / T1PKS,6583,10378,3795,,ctg19_5,,biosynthetic (rule-based-clusters) NRPS-like: PP-binding;biosynthetic (rule-based-clusters) NRPS-like: AMP-binding;biosynthetic-additional (rule-based-clusters) Acyl-CoA_dh_N;biosynthetic-additional (rule-based-clusters) Acyl-CoA_dh_M;biosynthetic-additional (rule-based-clusters) Acyl-CoA_dh_1;biosynthetic-additional (smcogs) SMCOG1002:AMP-dependent synthetase and ligase (Score: 370.4; E-value: 1.9e-112),,,biosynthetic
samp_4435_concoct_1904_contig_1012_NRPS-like,samp_4435_concoct_1904_contig_1012_NRPS-like / T1PKS,10573,16015,5442,,ctg19_6,,biosynthetic (rule-based-clusters) T1PKS: hyb_KS;biosynthetic (rule-based-clusters) T1PKS: PKS_AT;biosynthetic-additional (rule-based-clusters) adh_short;biosynthetic-additional (rule-based-clusters) PP-binding;biosynthetic-additional (smcogs) SMCOG1022:Beta-ketoacyl synthase (Score: 276.9; E-value: 5e-84),,,biosynthetic
samp_4435_concoct_1904_contig_1012_NRPS-like,samp_4435_concoct_1904_contig_1012_NRPS-like / T1PKS,16055,17585,1530,,ctg19_7,,biosynthetic-additional (rule-based-clusters) hyb_KS;biosynthetic-additional (smcogs) SMCOG1022:Beta-ketoacyl synthase (Score: 290.9; E-value: 2.8e-88),,,biosynthetic-additional
samp_4435_concoct_1904_contig_1274_T1PKS,samp_4435_concoct_1904_contig_1274_T1PKS,0,282,282,,ctg20_1,,,,,
samp_4435_concoct_1904_contig_1274_T1PKS,samp_4435_concoct_1904_contig_1274_T1PKS,368,3845,3477,,ctg20_2,,biosynthetic (rule-based-clusters) T1PKS: PKS_AT;biosynthetic (rule-based-clusters) T1PKS: PKS_KS;biosynthetic-additional (rule-based-clusters) PP-binding;biosynthetic-additional (smcogs) SMCOG1022:Beta-ketoacyl synthase (Score: 239.9; E-value: 8.3e-73),,,biosynthetic
samp_4435_concoct_1904_contig_1274_T1PKS,samp_4435_concoct_1904_contig_1274_T1PKS,4067,4907,840,,ctg20_3,,other (smcogs) SMCOG1227:ribosome biogenesis GTP-binding protein YsxC (Score: 76.1; E-value: 5.5e-23),,,other
samp_4435_concoct_1904_contig_1274_T1PKS,samp_4435_concoct_1904_contig_1274_T1PKS,5014,5482,468,,ctg20_4,,,,,
samp_4435_concoct_1904_contig_1372_microviridin,samp_4435_concoct_1904_contig_1372_microviridin,2,200,198,,ctg21_1,,,,,
samp_4435_concoct_1904_contig_1372_microviridin,samp_4435_concoct_1904_contig_1372_microviridin,196,1171,975,,ctg21_2,,,,,
samp_4435_concoct_1904_contig_1372_microviridin,samp_4435_concoct_1904_contig_1372_microviridin,1430,1592,162,,ctg21_3,,biosynthetic (rule-based-clusters) microviridin: mvd;biosynthetic (rule-based-clusters) microviridin: mvnA,,,biosynthetic
samp_4435_concoct_1904_contig_1372_microviridin,samp_4435_concoct_1904_contig_1372_microviridin,1763,2243,480,,ctg21_4,,,,,
samp_4435_concoct_1904_contig_1372_microviridin,samp_4435_concoct_1904_contig_1372_microviridin,3214,3469,255,,ctg21_5,,,,,
samp_4435_concoct_1904_contig_1372_microviridin,samp_4435_concoct_1904_contig_1372_microviridin,3453,3783,330,,ctg21_6,,,,,
samp_4435_concoct_1904_contig_1372_microviridin,samp_4435_concoct_1904_contig_1372_microviridin,4065,4674,609,,ctg21_7,,,,,
samp_4435_concoct_1904_contig_1372_microviridin,samp_4435_concoct_1904_contig_1372_microviridin,4666,5068,402,,ctg21_8,,,,,
samp_4435_concoct_1904_contig_1372_microviridin,samp_4435_concoct_1904_contig_1372_microviridin,5064,6540,1476,,ctg21_9,,,,,
samp_4435_concoct_1904_contig_1418_NRPS,samp_4435_concoct_1904_contig_1418_NRPS,0,69,69,,ctg22_1,,,,,
samp_4435_concoct_1904_contig_1418_NRPS,samp_4435_concoct_1904_contig_1418_NRPS,117,5607,5490,,ctg22_2,,biosynthetic (rule-based-clusters) NRPS: Condensation;biosynthetic (rule-based-clusters) NRPS: AMP-binding;biosynthetic-additional (rule-based-clusters) PP-binding;biosynthetic-additional (smcogs) SMCOG1127:condensation domain-containing protein (Score: 471.5; E-value: 5.1e-143),,,biosynthetic
samp_4435_concoct_1904_contig_2065_terpene,samp_4435_concoct_1904_contig_2065_terpene,0,234,234,,ctg23_1,,,,,
samp_4435_concoct_1904_contig_2065_terpene,samp_4435_concoct_1904_contig_2065_terpene,191,350,159,,ctg23_2,,,,,
samp_4435_concoct_1904_contig_2065_terpene,samp_4435_concoct_1904_contig_2065_terpene,387,726,339,,ctg23_3,,,,,
samp_4435_concoct_1904_contig_2065_terpene,samp_4435_concoct_1904_contig_2065_terpene,738,1605,867,,ctg23_4,,,,,
samp_4435_concoct_1904_contig_2065_terpene,samp_4435_concoct_1904_contig_2065_terpene,1604,2606,1002,,ctg23_5,,,,,
samp_4435_concoct_1904_contig_2065_terpene,samp_4435_concoct_1904_contig_2065_terpene,2676,4113,1437,,ctg23_6,,,,,
samp_4435_concoct_1904_contig_2065_terpene,samp_4435_concoct_1904_contig_2065_terpene,4154,5735,1581,,ctg23_7,,other (smcogs) SMCOG1192:transposase (Score: 117.5; E-value: 1.2e-35),,,other
samp_4435_concoct_1904_contig_2065_terpene,samp_4435_concoct_1904_contig_2065_terpene,6081,6750,669,,ctg23_8,,,,,
samp_4435_concoct_1904_contig_2065_terpene,samp_4435_concoct_1904_contig_2065_terpene,6801,7284,483,,ctg23_9,,,,,
samp_4435_concoct_1904_contig_2065_terpene,samp_4435_concoct_1904_contig_2065_terpene,7371,8181,810,,ctg23_10,,biosynthetic (rule-based-clusters) terpene: phytoene_synt,,,biosynthetic
samp_4435_concoct_1904_contig_2065_terpene,samp_4435_concoct_1904_contig_2065_terpene,8450,8675,225,,ctg23_11,,,,,
samp_4435_concoct_1904_contig_2065_terpene,samp_4435_concoct_1904_contig_2065_terpene,9161,10802,1641,,ctg23_12,,,,,
samp_4435_concoct_1904_contig_2230_NRPS,samp_4435_concoct_1904_contig_2230_NRPS,0,2283,2283,,ctg24_1,,biosynthetic (rule-based-clusters) NRPS: Condensation;biosynthetic (rule-based-clusters) NRPS: AMP-binding;biosynthetic-additional (smcogs) SMCOG1127:condensation domain-containing protein (Score: 358.2; E-value: 1.3e-108),,,biosynthetic
samp_4435_concoct_1904_contig_2230_NRPS,samp_4435_concoct_1904_contig_2230_NRPS,2298,7761,5463,,ctg24_2,,biosynthetic (rule-based-clusters) NRPS: Condensation;biosynthetic (rule-based-clusters) NRPS: AMP-binding;biosynthetic-additional (rule-based-clusters) PP-binding;biosynthetic-additional (smcogs) SMCOG1002:AMP-dependent synthetase and ligase (Score: 325.1; E-value: 1e-98),,,biosynthetic
samp_4444_metabat2_75_contig_361_cyanobactin,samp_4444_metabat2_75_contig_361_cyanobactin,1,1996,1995,,ctg25_1,,"biosynthetic (rule-based-clusters) cyanobactin: cyanobactin_synth;biosynthetic-additional (rule-based-clusters) Peptidase_S8;biosynthetic-additional (smcogs) SMCOG1075:alkaline serine protease, subtilase family (Score: 95.1; E-value: 9.1e-29)",,,biosynthetic
samp_4444_metabat2_75_contig_361_cyanobactin,samp_4444_metabat2_75_contig_361_cyanobactin,2185,2953,768,,ctg25_2,,,,,
samp_4444_metabat2_75_contig_361_cyanobactin,samp_4444_metabat2_75_contig_361_cyanobactin,3035,4364,1329,,ctg25_3,,resistance (resist) ClassA (Score: 90.7; E-value: 5.4e-28),,,resistance
samp_4444_metabat2_75_contig_361_cyanobactin,samp_4444_metabat2_75_contig_361_cyanobactin,4475,5267,792,,ctg25_4,,biosynthetic-additional (rule-based-clusters) Peptidase_M16;biosynthetic-additional (rule-based-clusters) Peptidase_M16_C,,,biosynthetic-additional
samp_4444_metabat2_75_contig_469_terpene,samp_4444_metabat2_75_contig_469_terpene,21,1062,1041,,ctg26_1,,biosynthetic-additional (rule-based-clusters) PF00561;biosynthetic-additional (rule-based-clusters) Abhydrolase_6,,,biosynthetic-additional
samp_4444_metabat2_75_contig_469_terpene,samp_4444_metabat2_75_contig_469_terpene,1128,1959,831,,ctg26_2,,,,,
samp_4444_metabat2_75_contig_469_terpene,samp_4444_metabat2_75_contig_469_terpene,2009,3179,1170,,ctg26_3,,,,,
samp_4444_metabat2_75_contig_469_terpene,samp_4444_metabat2_75_contig_469_terpene,3220,3955,735,,ctg26_4,,,,,
samp_4444_metabat2_75_contig_469_terpene,samp_4444_metabat2_75_contig_469_terpene,4365,5178,813,,ctg26_5,,biosynthetic (rule-based-clusters) terpene: phytoene_synt,,,biosynthetic
samp_4444_metabat2_75_contig_469_terpene,samp_4444_metabat2_75_contig_469_terpene,5320,6226,906,,ctg26_6,,,,,
samp_4444_metabat2_75_contig_553_RRE-containing,samp_4444_metabat2_75_contig_553_RRE-containing,2,440,438,,ctg27_1,,,,,
samp_4444_metabat2_75_contig_553_RRE-containing,samp_4444_metabat2_75_contig_553_RRE-containing,395,2813,2418,,ctg27_2,,biosynthetic (rule-based-clusters) RRE-containing: Thiaglutamate_G_RRE;transport (smcogs) SMCOG1029:RND family efflux transporter MFP subunit (Score: 135; E-value: 5.2e-41),,,biosynthetic
